fname,instructions_1,instructions_10,instructions_25,instructions_50,instructions_75,instructions_90,instructions_99,cycles_1,cycles_10,cycles_25,cycles_50,cycles_75,cycles_90,cycles_99,ref_cycles_1,ref_cycles_10,ref_cycles_25,ref_cycles_50,ref_cycles_75,ref_cycles_90,ref_cycles_99,llc_miss_1,llc_miss_10,llc_miss_25,llc_miss_50,llc_miss_75,llc_miss_90,llc_miss_99,c1_1,c1_10,c1_25,c1_50,c1_75,c1_90,c1_99,c1e_1,c1e_10,c1e_25,c1e_50,c1e_75,c1e_90,c1e_99,c3_1,c3_10,c3_25,c3_50,c3_75,c3_90,c3_99,c6_1,c6_10,c6_25,c6_50,c6_75,c6_90,c6_99,c7_1,c7_10,c7_25,c7_50,c7_75,c7_90,c7_99,joules_1,joules_10,joules_25,joules_50,joules_75,joules_90,joules_99,rx_desc_1,rx_desc_10,rx_desc_25,rx_desc_50,rx_desc_75,rx_desc_90,rx_desc_99,rx_bytes_1,rx_bytes_10,rx_bytes_25,rx_bytes_50,rx_bytes_75,rx_bytes_90,rx_bytes_99,tx_desc_1,tx_desc_10,tx_desc_25,tx_desc_50,tx_desc_75,tx_desc_90,tx_desc_99,tx_bytes_1,tx_bytes_10,tx_bytes_25,tx_bytes_50,tx_bytes_75,tx_bytes_90,tx_bytes_99,joules_per_interrupt,time_per_interrupt,read_avg,read_std,read_min,read_5th,read_10th,read_50th,read_90th,read_95th,read_99th,sys,itr,dvfs,rapl,core,exp
data/qps_200000//linux.mcd.dmesg.0_15_20_0x1700_135_200000,192619.0,271872.0,317961.0,369472.0,425039.0,483045.0,638739.0,423017.0,590552.0,691069.0,799711.0,914487.0,1022116.0,1207229.0,533455.0,744633.0,871421.0,1008417.0,1153156.0,1288876.0,1522384.0,414.0,614.0,739.0,888.0,1055.0,1242.0,1728.0,5.0,14.0,19.0,24.0,29.0,33.0,39.0,0.0,0.0,0.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0403169199998956,0.0412019999999984,0.041720840000039,0.0423465000000078,0.0430484600000227,0.043811460000029,0.0858069800000294,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,201.0,793.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,305.0,1350.0,0.0018568382051542,4.0634606729116666e-05,55.9,7.0,37.4,46.5,48.0,54.5,65.5,69.9,78.1,linux,20,5888,135,15,0
data/qps_200000//linux.mcd.dmesg.0_11_100_0xd00_135_200000,174912.44,233903.8,268563.0,308238.0,351470.0,406002.0,608338.1199999999,368185.26,481567.4,548167.5,620578.0,694559.5,764382.8,890786.0199999998,823452.1000000001,1075070.6,1223336.0,1384808.0,1549890.5,1705443.6,1987314.32,396.0,567.0,671.0,801.0,950.0,1123.0,1584.5199999999968,0.0,0.0,1.0,3.0,6.0,9.0,14.0,1.0,4.0,6.0,8.0,10.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0262319399989792,0.0267660400022577,0.0270712400015327,0.0274374799992074,0.027834240001539,0.0282767800017609,0.0556266676007362,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,111.0,148.0,307.0,515.0,1487.109999999986,0.0,0.0,0.0,3.0,6.0,9.0,13.0,0.0,0.0,0.0,153.0,384.0,795.0,2409.0,0.0029063601793822,0.000106327379261,117.1,31.0,49.8,67.1,74.9,117.1,157.6,167.5,185.0,linux,100,3328,135,11,0
data/qps_200000//linux.mcd.dmesg.0_9_50_0x1b00_135_200000,187872.26,257315.0,299891.5,349579.0,407056.25,485617.8999999999,710250.5,409789.02,555353.1000000001,643684.25,740325.5,842411.0,942933.5,1156995.44,443470.32,603066.6,696848.25,801690.5,911238.0,1019028.1,1249433.68,446.0,643.7,766.0,911.0,1077.75,1256.0,1817.6899999999987,0.0,2.0,4.0,9.0,14.0,18.0,27.0,2.0,6.0,9.0,12.0,15.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0466345599998021,0.0479469199999584,0.048618360000546,0.0493813600005523,0.0501596200010681,0.0510752199988928,0.1003344999990076,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,120.0,181.0,310.0,1041.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,192.0,475.0,1728.0,0.0032239093979386,6.568577834678605e-05,68.4,16.2,37.4,46.5,48.3,66.8,91.5,95.5,104.9,linux,50,6912,135,9,0
data/qps_200000//linux.mcd.dmesg.0_5_40_0x1100_135_200000,186395.0,254263.0,295434.0,340845.0,391113.0,440228.0,604838.0,404882.0,553131.0,640321.0,735386.0,833146.0,920012.0,1074155.0,690722.0,943602.0,1092285.0,1254540.0,1421203.0,1569480.0,1832394.0,424.0,607.0,724.0,865.0,1024.0,1189.0,1682.0,3.0,8.0,12.0,16.0,19.0,23.0,28.0,0.0,1.0,3.0,5.0,8.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0313898200038238,0.032046000000264,0.0324427599989576,0.032870040005946,0.0333888799941632,0.0339077199969324,0.0664115199979278,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,117.0,143.0,270.0,973.0,0.0,0.0,0.0,3.0,3.0,3.0,9.0,0.0,0.0,0.0,90.0,161.0,406.0,1596.0,0.0017647441932572,5.3874868584995445e-05,72.3,14.1,41.1,53.1,55.5,70.9,92.1,96.6,108.6,linux,40,4352,135,5,0
data/qps_200000//linux.mcd.dmesg.0_1_300_0x1500_135_200000,191481.96,251985.2,288406.0,332561.0,385140.0,455846.6,705262.52,415389.44,522636.4,590203.0,670838.0,758465.0,848253.2,1067229.72,613243.28,767403.8,867622.0,988233.0,1118182.0,1246698.4,1542204.9200000009,464.0,632.0,744.0,888.0,1057.0,1250.0,1778.2800000000009,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,1.0,2.0,5.0,8.0,10.0,14.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,9.0,0.0325190599978668,0.0341976600029738,0.0352811199991265,0.0364714000024832,0.0381347399961669,0.0722255800064886,0.0751139928016346,0.0,2.0,3.0,4.0,6.0,7.0,11.0,0.0,223.0,367.0,574.0,873.0,1308.0,2881.0,0.0,3.0,6.0,12.0,15.0,20.0,29.0,0.0,96.0,318.0,665.0,1184.0,1913.0,4384.999999999985,0.0109817132373503,0.0003073052465798,219.8,86.6,37.4,83.1,100.7,221.6,335.5,355.6,386.4,linux,300,5376,135,1,0
data/qps_200000//linux.mcd.dmesg.0_13_350_0x1500_135_200000,157133.14,213080.6,247868.0,290018.0,340052.5,415677.8000000001,629800.0800000008,337003.4,441556.6,505435.0,584329.0,669102.0,758984.4000000001,974922.2000000008,508891.42,659286.0,751970.0,861880.0,986333.5,1116360.8,1424184.2000000032,375.0,527.0,628.0,754.0,905.0,1086.4000000000017,1520.7400000000016,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,8.0,0.0324732799999765,0.0340298000000984,0.0349606600002516,0.0359983400003329,0.0369902400007049,0.0383178600004612,0.0738849524000397,1.0,2.0,3.0,5.0,6.0,8.0,12.0,66.0,258.0,431.0,669.0,1011.0,1491.0,3192.0,0.0,3.0,9.0,12.0,18.0,23.0,32.0,0.0,166.20000000000073,408.0,805.0,1403.0,2202.0,4878.240000000005,0.0127833607775168,0.0003584632039289,249.1,101.3,41.1,90.1,110.6,251.0,384.4,402.4,438.9,linux,350,5376,135,13,0
data/qps_200000//linux.mcd.dmesg.0_15_40_0xd00_135_200000,189942.53,252517.5,290241.75,333575.0,379148.0,425849.3000000001,598267.449999999,404768.44000000006,536261.2,613732.5,702122.0,787215.0,863920.4,990328.6099999996,903001.42,1196345.7000000002,1369148.0,1566406.0,1756211.0,1927284.9,2209347.02,398.0,578.0,690.0,830.0,990.0,1152.0,1646.5099999999948,2.0,7.0,10.0,14.0,17.0,20.0,24.0,0.0,0.0,1.0,4.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0267965599996387,0.0273154000005888,0.0276511199999731,0.0280173600003763,0.0284141199999794,0.0287956199999825,0.0566146000001026,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,116.0,143.0,269.0,977.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,156.0,405.0,1620.0,0.0014879116508539,5.3315819708274e-05,81.8,17.0,45.3,58.8,61.6,79.8,104.5,112.7,130.8,linux,40,3328,135,15,0
data/qps_200000//linux.mcd.dmesg.0_3_400_0xf00_135_200000,181663.84,237889.4,272404.0,315169.0,364560.0,428939.0000000001,667691.28,373001.0,475602.0,536652.0,609829.0,689535.0,772676.6000000001,966153.2400000005,737372.5599999999,935458.8,1056818.0,1198744.0,1353952.0,1517001.6,1891375.36,435.0,600.0,712.0,845.0,1005.0,1208.0,1748.2800000000009,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,3.0,5.0,7.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,0.0265981800039298,0.0274680000002263,0.0279868400029954,0.0286124999984167,0.0296807000049739,0.0568435000022873,0.0584000200033187,1.0,3.0,4.0,5.0,7.0,9.0,13.0,115.0,327.0,509.0,771.0,1158.0,1652.0,3389.280000000006,0.0,6.0,9.0,15.0,21.0,25.0,35.0,0.0,217.0,519.0,957.0,1596.0,2473.0,5214.040000000008,0.0115670865634408,0.0004096231454904,288.6,113.6,45.3,107.0,130.6,292.0,439.1,466.6,504.1,linux,400,3840,135,3,0
data/qps_200000//linux.mcd.dmesg.0_4_50_0x1700_135_200000,184248.63,255654.3,296148.75,343293.5,390878.25,436897.8000000001,574822.7100000003,396182.99,545912.8,628497.0,726557.0,823367.0,910303.4,1081333.36,502348.15,691911.0,796717.0,919691.5,1041419.0,1151068.0,1364009.7800000005,411.0,585.0,697.0,835.0,990.0,1150.0,1641.130000000001,0.0,2.0,5.0,9.0,14.0,18.0,26.0,1.0,6.0,8.0,11.0,14.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0391113799996674,0.0401032800000393,0.0406373800005894,0.0412630399996487,0.0419192200006364,0.0426669600001332,0.0836553200006164,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,121.0,186.0,320.0,1089.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,196.0,493.0,1839.0,0.0025503441769421,6.207061543921464e-05,70.8,16.2,37.4,48.7,51.0,69.4,93.9,97.9,106.1,linux,50,5888,135,4,0
data/qps_200000//linux.mcd.dmesg.0_10_20_0xd00_135_200000,192582.98,262317.60000000003,300724.0,346448.0,396422.0,452057.4,641084.4600000001,412860.88,553925.2000000001,633223.0,722854.0,811729.0,889068.4,1020909.38,920979.68,1235626.2,1412619.0,1612545.0,1810789.0,1983373.8,2277466.2800000003,390.0,558.0,671.0,811.0,971.0,1153.0,1633.0,2.0,7.0,11.0,15.0,18.0,21.0,26.0,0.0,0.0,0.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0269338999978208,0.0274985200012451,0.0278342400051769,0.0282157399997231,0.0286277600025641,0.0290702999991481,0.0571029200000339,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,202.0,793.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,89.0,105.0,298.0,1314.0,0.0011495546152713,4.0887051998406174e-05,74.0,14.6,49.8,57.1,59.7,71.1,92.8,102.1,124.4,linux,20,3328,135,10,0
data/qps_200000//linux.mcd.dmesg.0_0_250_0xf00_135_200000,148461.4,201328.2,233637.0,271706.0,313122.0,356803.8,528549.84,308509.64,406534.6,463134.0,529570.0,601218.0,672957.8000000002,832092.4400000001,605604.68,796908.4,906714.0,1035851.0,1176298.0,1315596.6,1622894.52,306.0,449.0,543.0,656.0,793.0,954.0,1480.84,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,2.0,4.0,6.0,8.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,7.0,0.0269491600010951,0.0278647600007388,0.0283072999991418,0.0288108799995825,0.0293297200005326,0.0298790799988637,0.0584915800009184,0.0,1.0,2.0,4.0,5.0,6.0,10.0,0.0,138.0,285.0,493.0,754.0,1138.0,2625.0699999999924,0.0,3.0,6.0,9.0,12.0,18.0,25.0,0.0,96.0,276.0,548.0,1023.0,1690.0,3976.069999999992,0.0073446842720311,0.0002560929397477,202.8,71.6,45.3,88.9,105.6,203.9,297.8,315.8,339.3,linux,250,3840,135,0,0
data/qps_200000//linux.mcd.dmesg.0_6_30_0x1500_135_200000,202492.12,271922.6,315237.5,364944.0,420872.0,484955.8,669175.4200000002,431727.92,581183.8,671007.5,772800.0,875729.0,972254.6,1145198.6800000002,596106.02,802430.0,926593.5,1067113.0,1209213.0,1342578.2000000002,1581300.98,407.46,585.0,696.0,838.0,996.0,1167.0,1593.0800000000015,2.0,11.0,16.0,21.0,26.0,29.0,35.0,0.0,0.0,1.0,4.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0369444600000861,0.037799019999511,0.0383025999981327,0.0388519599982828,0.0394318399994517,0.040057499998511,0.0785279599986097,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,111.0,134.0,245.0,872.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,112.0,351.0,1440.0,0.001839681417866,4.754718908532418e-05,61.2,10.2,37.4,48.3,50.3,59.2,76.5,79.5,87.7,linux,30,5376,135,6,0
data/qps_200000//linux.mcd.dmesg.0_2_100_0x1900_135_200000,170969.41999999998,234294.6,270985.25,312897.0,358582.0,405803.7,582067.2600000006,380904.69,504546.1,575562.0,658441.5,747877.5,835615.3,1019220.4600000004,482432.4,634682.4,722071.0,825253.0,929464.5,1031849.0,1228477.99,378.23,545.0,647.0,774.0,918.0,1075.0,1474.0,0.0,0.0,0.0,2.0,5.0,8.0,15.0,3.0,6.0,8.0,10.0,12.0,14.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0393708000046899,0.0415682400052901,0.0426669599983142,0.0438267200006521,0.0448033600041526,0.0457189599983394,0.089393080001173,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,114.0,179.0,322.0,532.0,1514.0,0.0,0.0,3.0,3.0,6.0,9.0,15.0,0.0,0.0,90.0,162.0,392.0,806.0,2449.369999999996,0.0045980502740988,0.0001059482616593,101.6,30.9,37.4,53.2,59.2,101.9,142.1,151.6,170.1,linux,100,6400,135,2,0
data/qps_200000//linux.mcd.dmesg.0_4_400_0x1300_135_200000,176472.64,239065.6,276631.0,319570.0,364770.0,413469.0,634648.9600000002,370888.84,478404.2,548413.0,625652.0,708838.0,794155.4000000001,993098.6400000008,599376.64,780946.8,893432.0,1018277.0,1151387.0,1281718.8000000005,1578185.8000000005,394.0,571.0,684.0,820.0,981.0,1160.0,1735.2800000000009,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,3.0,5.0,7.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,8.0,0.0300774600036675,0.0312524800028768,0.0319544399972073,0.0328853000028175,0.0345944199943915,0.0651754599966807,0.0676933599970652,1.0,3.0,4.0,6.0,7.0,10.0,13.0,119.0,364.0,541.0,811.0,1218.25,1734.0,3625.1900000000096,0.0,6.0,11.0,15.0,21.0,26.0,35.0,0.0,289.0,558.0,986.5,1626.0,2471.300000000003,5247.110000000022,0.0132649897067256,0.0004095783123652,277.9,115.5,41.1,96.6,119.0,280.0,431.4,455.5,487.5,linux,400,4864,135,4,0
data/qps_200000//linux.mcd.dmesg.0_3_30_0x1700_135_200000,192507.2,266914.1,310058.5,360149.5,413781.0,466034.8,599511.1799999998,423598.68,586263.6,679767.5,787208.0,898963.25,1002016.3,1190409.91,534128.38,739291.2,857218.25,992713.5,1133660.75,1263683.7000000002,1501233.7199999995,454.29,653.0,779.0,934.0,1106.0,1292.0,1786.7099999999991,3.0,12.0,17.0,21.0,26.0,29.0,35.0,0.0,0.0,1.0,4.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0402711399983672,0.0411257000014302,0.0416598000010708,0.0423007199988205,0.0429874199999176,0.0437366860009206,0.0856543800000508,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,112.0,135.0,249.0,874.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,90.0,116.0,357.0,1464.0,0.0019759046769878,4.6891969207875695e-05,59.5,9.9,34.0,46.5,48.1,57.5,74.4,78.1,85.7,linux,30,5888,135,3,0
data/qps_200000//linux.mcd.dmesg.0_5_2_0x1d00_135_200000,200491.61,280853.30000000005,332440.75,392616.5,458168.25,523563.0,671668.75,453093.73,631889.2000000001,741921.75,873119.5,1009991.0,1139520.2,1374785.86,452958.54,631866.5,741907.0,873030.5,1009946.75,1139546.3,1374747.61,453.0,655.0,791.0,951.5,1135.0,1321.0,1824.0,4.0,12.0,17.0,24.0,30.0,35.0,43.0,0.0,0.0,0.0,2.0,5.0,8.0,12.86999999999898,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0522044600002118,0.0533947400035685,0.054127219998918,0.0549665199941955,0.0558668599987868,0.0569045399970491,0.1114437799988081,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,119.0,139.0,589.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,90.0,178.0,1025.0,0.0014191023021707,2.591801887074262e-05,45.7,4.9,30.9,38.9,40.4,44.3,53.1,55.7,61.7,linux,2,7424,135,5,0
data/qps_200000//linux.mcd.dmesg.0_4_40_0x1b00_135_200000,192659.19,264745.2,308962.5,360299.5,419766.5,493371.6,696671.7499999998,417060.79,571124.8,661321.25,764592.5,870334.25,972868.3,1173498.5799999998,448225.16,613802.4,710666.75,821599.0,935134.0,1044948.3,1260671.7599999998,403.0,584.0,693.0,832.0,981.0,1144.0,1618.0,0.0,5.0,9.0,14.0,20.0,24.0,32.0,0.0,3.0,6.0,9.0,12.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0466955999945639,0.0477180200032307,0.0483589400027995,0.0491066799950203,0.0498696799986646,0.0507547599991085,0.0996325399974011,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,117.0,144.0,269.0,970.109999999986,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,163.0,418.0,1649.0,0.0027395790838543,5.607160538435376e-05,62.2,12.8,37.4,45.7,47.0,59.9,80.5,85.1,91.7,linux,40,6912,135,4,0
data/qps_200000//linux.mcd.dmesg.0_10_350_0x1d00_135_200000,156240.7,206932.8,239494.5,276528.0,316275.5,357306.4,551512.6200000001,335970.88,437052.0,499937.0,572839.0,649030.0,728941.0,944506.06,364934.26,477821.4,549985.0,640726.0,751230.5,870377.0,1125300.34,327.0,472.0,571.0,696.0,839.0,1011.4000000000016,1552.0200000000004,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,6.0,8.0,0.039538660004182,0.0418123999988893,0.043414700005087,0.0456579199963016,0.0486793999989458,0.0515635400006431,0.097221765199356,1.0,2.0,3.0,5.0,7.0,9.0,12.0,66.0,278.0,465.0,707.0,1056.0,1535.0,3184.979999999996,0.0,6.0,9.0,13.0,18.0,23.0,33.0,0.0,232.0,474.0,860.0,1454.0,2276.0,4893.0,0.0162765955328566,0.0003583888945605,244.2,102.6,41.1,82.7,103.7,245.5,381.3,400.0,437.7,linux,350,7424,135,10,0
data/qps_200000//linux.mcd.dmesg.0_1_400_0x1300_135_200000,178811.89,240297.7,277542.25,322513.5,377379.0,476873.70000000007,698474.57,376849.98,486447.1,552420.5,632221.0,719505.0,808516.2999999999,1033162.16,602475.0,776332.9,880788.0,1008721.5,1148552.25,1290566.7,1630476.57,428.0,606.0,720.0,858.0,1029.0,1236.0,1741.3199999999997,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,2.0,4.0,6.0,8.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,0.0304131800003233,0.0317560600014985,0.0324847249994491,0.0333888800014392,0.0349148800014518,0.0662024580022262,0.0685784399999101,1.0,2.0,4.0,5.0,7.0,9.0,13.0,112.94,306.0,497.0,757.0,1135.0,1635.5999999999983,3326.179999999993,0.0,3.0,9.0,15.0,20.0,24.0,35.0,0.0,97.0,474.0,927.0,1574.0,2438.5999999999985,5018.119999999995,0.0134710785969874,0.0004098610085132,277.9,115.5,41.1,96.6,119.0,280.0,431.4,455.5,487.5,linux,400,4864,135,1,0
data/qps_200000//linux.mcd.dmesg.0_8_20_0x1d00_135_200000,200591.95,280038.5,329113.5,384024.5,445580.5,511775.0,680425.7999999995,434384.35,606527.5,709649.0,822105.5,941885.0,1058135.5,1271753.2999999998,434237.3,606491.5,709557.5,821990.5,941775.0,1058036.0,1271529.6499999994,397.0,578.0,694.0,830.0,989.0,1149.0,1550.0,2.0,14.0,20.0,26.0,31.0,36.0,43.0,0.0,0.0,0.0,2.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0511972999993304,0.0522883900002852,0.0530285000004369,0.0538372800001525,0.0546918400013964,0.0556074399992212,0.10907847999988,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,200.0,804.9199999999837,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,304.0,1336.0,0.0022209161886768,4.1431132384379e-05,51.6,6.2,34.0,42.8,44.5,50.4,60.2,63.9,70.7,linux,20,7424,135,8,0
data/qps_200000//linux.mcd.dmesg.0_2_400_0x1700_135_200000,171971.7,232641.6,271326.0,314887.0,362576.0,411571.6,611187.3800000001,365930.26,470607.2,543744.0,626391.0,717084.5,807986.6,1004875.24,487324.12,632664.0,735556.0,855761.0,984390.5,1111291.6,1355421.7200000002,385.74,547.0,655.5,793.0,959.0,1160.0,1682.2600000000002,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,3.0,6.0,8.0,12.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,8.0,0.0342587000031198,0.0360288599986233,0.0370055000021238,0.0382720800043898,0.040469520001352,0.0756438200041884,0.079192075204337,1.0,3.0,4.0,6.0,7.0,9.0,13.0,119.0,357.0,528.0,794.0,1184.0,1695.0,3449.0,0.0,6.0,9.0,15.0,21.0,26.0,35.0,0.0,285.0,550.0,984.0,1620.0,2507.0,5411.139999999978,0.0153948991250742,0.0004096002933054,272.7,116.7,37.4,90.7,113.2,273.7,428.3,450.1,486.4,linux,400,5888,135,2,0
data/qps_200000//linux.mcd.dmesg.0_5_40_0x1b00_135_200000,180218.16,256949.2,300670.0,350054.0,402040.0,453376.0,587242.4400000003,408734.08,572627.2,668089.0,773468.0,885341.0,987849.0,1180236.6800000002,440065.72,615264.0,718330.0,831140.0,951229.0,1061110.0,1267535.48,429.32,633.2,758.0,902.0,1064.0,1225.0,1635.0,2.0,6.0,9.0,13.0,19.0,24.0,31.0,0.0,4.0,6.0,9.0,12.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0472907400035182,0.0483589400027995,0.0489693400013493,0.049747600001865,0.05060216000129,0.0514872399944579,0.1010364600006141,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,117.0,146.0,273.0,976.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,0.0,0.0,90.0,175.0,428.0,1673.0,0.0026878452811438,5.424207303797292e-05,62.2,12.8,37.4,45.7,47.0,59.9,80.5,85.1,91.7,linux,40,6912,135,5,0
data/qps_200000//linux.mcd.dmesg.0_13_20_0x1700_135_200000,195134.48,271869.8,317510.0,369835.0,425249.0,479628.6,628197.2800000004,428735.92,597177.8,694786.0,808486.0,924165.0,1029893.6,1212700.96,540649.3200000001,752973.4,876032.0,1019408.0,1165307.0,1298573.6,1529114.32,444.0,639.0,765.0,917.0,1091.0,1269.0,1770.1200000000026,4.0,14.0,19.0,24.0,29.0,33.0,39.0,0.0,0.0,0.0,2.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0403169200000093,0.0412019999999984,0.0417208399999253,0.0423465000000078,0.0430484600000227,0.0438114599999948,0.0858838904000686,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,66.0,130.0,203.0,797.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,105.0,305.0,1341.0,0.0017074067238791,4.045908678280607e-05,55.9,7.0,37.4,46.5,48.0,54.5,65.5,69.9,78.1,linux,20,5888,135,13,0
