,sys,rnd,msg,itr,dvfs,rapl,joules,time,edp,llcmiss_total,cycles_total,ins_total,num_interrupts
6452,ebbrt,2,8192,32,0x1800,135,379462.0,948557868.0,179970832853508.0,9758207,9989221673.0,4902008087,10006
6453,linux,9,524288,24,0x1A00,135,9099508.0,14087880544.0,6.409639085658618e+16,418469660577203,5.0363790175751624e+16,39103132467616633,197353
6454,linux,7,64,12,0x1D00,135,314915.0,467960615.0,73683908536362.5,2621225566938,175989404950279.0,83876451152061,9985
6455,ebbrt,9,65536,24,0x1500,135,1169697.0,2542967504.0,1487250730263144.0,124567323,149474606159.0,122568753392,34679
6456,linux,6,64,16,0xF00,135,255132.0,565485124.0,72136675328184.0,4308214962602,302988178395330.0,163394522470129,9999
6457,linux,0,64,12,0x1500,135,267278.0,507411439.0,67809957296521.0,257549444059,14996682550971.0,7719796695411,9985
6458,linux,2,524288,24,0xF00,135,6941233.0,14729383179.0,5.112004029585986e+16,518962555840855,6.296723660884773e+16,49892787509700561,204590
6459,linux,2,64,20,0x1800,135,338562.0,593911579.0,100537946004699.0,1143415314067,76003785540500.0,36100756951546,9992
6460,linux,7,64,32,0xC00,135,389584.0,949482919.0,184951676757848.0,9425376610282,627221095421688.0,333674424051843,9987
6461,ebbrt,3,8192,8,0x1D00,135,348390.0,659384752.0,114861526874640.0,9923380,14138318964.0,5114756151,21098
6462,linux,1,64,80,0x1800,135,1007737.0,2276196224.0,1146903577092544.0,2982436061096,202755940054072.0,97488777656429,9578
6463,ebbrt,4,8192,40,0x1C00,135,474958.0,1184865945.0,281380779752655.0,11919900,12336693193.0,6092327228,9999
6464,linux,6,65536,12,0x1A00,135,1686956.0,2631965616.0,2220005093852448.0,11953926393159,1740270651141384.0,1186806331563652,71933
6465,ebbrt,9,64,36,0xC00,135,424699.0,1065561685.0,226271491028907.5,8338616,10552178928.0,4762495681,9986
6466,linux,9,8192,0,0x1C00,135,554622.0,822857886.0,228187543224546.0,11965279909287,1013593654399462.0,599500398082744,40202
6467,ebbrt,6,8192,36,0x1900,135,426503.0,1065632537.0,227247736964055.5,10705373,10942609861.0,5424818334,10001
6468,ebbrt,9,524288,12,0x1C00,135,7678795.0,13708273131.0,5.263150958847858e+16,5453566770,7480536483829.0,4062638089862,355332
6469,ebbrt,7,8192,80,0x1000,135,943697.0,2371852136.0,1119154872593396.0,22846757,24159358386.0,12264423663,10000
6470,linux,1,64,6,0x1200,135,261192.0,535657793.0,69954765134628.0,1141874124322,65176531886392.0,33687206755896,9993
6471,linux,4,524288,20,0x1100,135,7142028.0,14349493228.0,5.124224121009319e+16,902059369565197,1.0749937992592624e+17,84810643732346021,240522
6472,linux,3,8192,1,0x1C00,135,1958662.0,3696950613.0,3620538340779903.0,13580120004274,1333644453332355.0,789657693706399,10085
6473,ebbrt,8,524288,80,0x1000,135,6525728.0,15171694488.0,4.950317576389363e+16,4130748411,4431719453155.0,4638016478246,63873
6474,ebbrt,2,65536,36,0x1B00,135,1314465.0,2668829330.0,1754041372629225.0,130335771,174931360161.0,176833365737,24984
6475,linux,5,524288,80,0x1700,135,8434555.0,15609672294.0,6.583031974785958e+16,84501852322168,1.0346527804680988e+16,7660528426721985,64297
6476,linux,4,524288,40,0x1A00,135,8785684.0,14284636226.0,6.275014996829429e+16,937092167475262,1.111792158839355e+17,87785516821812982,120013
6477,linux,0,524288,8,0x1700,135,8606532.0,13996051222.0,6.022873135789106e+16,46745193430914,6725443687682713.0,4988743492879532,463512
6478,linux,4,64,28,0x1100,135,389861.0,830886866.0,161965192232813.0,4615314291070,319880320978446.0,172182878602752,9986
6479,linux,9,8192,6,0x1C00,135,542877.0,811289912.0,220215316778412.0,11896142234108,1012810092872243.0,600016701761854,26391
6480,linux,1,65536,60,0xF00,135,2138531.0,4875166092.0,5212846908945426.0,28234471448348,3176030615461827.0,2283008877993852,27275
6481,linux,5,65536,6,0xC00,135,1353421.0,3143179561.0,2127022612314090.5,11329597043880,1582419874007819.0,1087208154296751,60950
6482,linux,9,524288,40,0x1C00,135,9236622.0,14286549228.0,6.59797274517139e+16,442354088785060,5.290351443133674e+16,41160911122626460,119995
6483,linux,3,64,1,0x1900,135,284981.0,478554817.0,68189515151738.5,1141636710498,75695690386642.0,35743321821171,9987
6484,ebbrt,3,8192,60,0x1D00,135,709624.0,1777952628.0,630838927845936.0,16980278,18212683019.0,9110089492,10000
6485,linux,1,64,32,0x1D00,135,580086.0,908781130.0,263585605288590.0,728374297332,61218143182079.0,31649370707236,9553
6486,linux,8,8192,6,0x1B00,135,527695.0,817550591.0,215708679558872.5,10026512369451,889072333380602.0,530060903891460,26179
6487,ebbrt,9,64,12,0xF00,135,205580.0,451539500.0,46413745205000.0,34221074,13978844138.0,2027336738,8120
6488,ebbrt,9,524288,20,0x1100,135,6211417.0,14085887110.0,4.374665932756743e+16,4907232732,6081492888619.0,4665375393800,224606
6489,ebbrt,8,65536,32,0x1A00,135,1260720.0,2380825280.0,1500777023500800.0,112677479,149843916429.0,159349788257,24962
6490,linux,1,65536,6,0x1500,135,1498663.0,2665872669.0,1997622365870773.5,11440719910042,1247446903926928.0,912189723070193,77078
6491,linux,8,524288,80,0x1B00,135,9108117.0,15557040642.0,7.084767317054556e+16,375246336021442,4.4510131329431544e+16,33865187652830105,64962
6492,ebbrt,1,65536,80,0x1500,135,1617142.0,3560894462.0,2879235996033802.0,146172166,165279141342.0,171895951432,14996
6493,linux,4,8192,12,0x1900,135,526514.0,877519826.0,231013236833282.0,5577245859608,500138635460817.0,301085433023467,20057
6494,ebbrt,1,64,12,0x1000,135,203253.0,436726765.0,44383012583272.5,35707623,14225754874.0,1985019499,8527
6495,ebbrt,5,524288,6,0x1500,135,7045459.0,13765758302.0,4.849304286032531e+16,8410859701,10868334069196.0,5275152629866,560745
6496,ebbrt,1,65536,16,0x1D00,135,1216961.0,2293086163.0,1395298215005321.5,119049858,143524981715.0,94037036737,43814
6497,linux,7,65536,8,0x1000,135,1374762.0,2860074346.0,1965960764027826.0,17328703007172,2380228365484136.0,1649098050394087,74973
6498,linux,4,524288,28,0x1100,135,7120558.0,14356548092.0,5.111331668443766e+16,929127107737964,1.1063288952872006e+17,87395478191399069,172247
6499,ebbrt,9,524288,40,0x1100,135,6368003.0,14362457950.0,4.573008765648693e+16,4569130458,5294181694974.0,4955416350194,119465
6500,linux,2,524288,0,0x1A00,135,11136272.0,15844872436.0,8.82264046262993e+16,270309976215354,1.095182119739493e+17,88228350674693885,916810
6501,linux,5,65536,0,0x1200,135,1513331.0,2997508893.0,2268111565276291.5,10498508712566,1439485218667175.0,993630883093279,112915
6502,ebbrt,6,65536,6,0x1500,135,1059976.0,2108353447.0,1117402026668636.0,155209050,208710999876.0,105264708899,89200
6503,linux,1,8192,20,0xF00,135,541004.0,1199333656.0,324422152615312.0,2353239449814,223683156733713.0,132726116192993,19993
6504,linux,2,64,16,0x1800,135,277834.0,479828444.0,66656327955148.0,918173191559,60411727741219.0,28564432591620,9995
6505,ebbrt,1,524288,28,0x1100,135,6226151.0,14001850606.0,4.358881807619875e+16,5171895190,6201151799456.0,6066777294437,153311
6506,linux,6,65536,8,0x1000,135,1354968.0,2824541043.0,1913581363975812.0,12757022905046,1853893043349868.0,1264951243761727,76929
6507,ebbrt,9,64,80,0xC00,135,471759.0,1182846635.0,279009272840482.5,8153801,8101629446.0,4930391400,5000
6508,ebbrt,1,64,36,0x1800,135,424667.0,1065481103.0,226237331783850.5,8286739,10560547671.0,4761737613,9989
6509,linux,3,64,24,0x1800,135,400962.0,710090362.0,142359625864122.0,2007494197900,131444527765119.0,61897283989892,10001
6510,linux,1,64,20,0x1D00,135,393649.0,593988778.0,116911544235461.0,470451100176,37704570215875.0,19289815082866,9984
6511,ebbrt,7,8192,24,0x1800,135,311733.0,777568019.0,121196805633463.5,8512904,8896832683.0,4398700572,10933
6512,ebbrt,3,8192,28,0x1000,135,332242.0,829456880.0,137790206362480.0,8574095,8798018151.0,4337843656,10009
6513,linux,1,8192,20,0x1200,135,579505.0,1185979035.0,343640390338837.5,2338554830015,221518527627230.0,131420811941341,19989
6514,linux,9,64,1,0x1B00,135,298303.0,474263359.0,70737091389888.5,3455708887349,226231915442529.0,106609845690349,9995
6515,ebbrt,1,8192,24,0x1C00,135,288415.0,713004364.0,102820576821530.0,7370932,7526164455.0,3716689670,10058
6516,ebbrt,8,8192,80,0x1D00,135,944898.0,2371865459.0,1120585464239091.0,22338269,24249607288.0,12396870590,9999
6517,linux,5,8192,36,0x1B00,135,949943.0,1580401121.0,750645491043051.5,13453959490623,1179442534319123.0,709954427533203,14725
6518,linux,9,524288,40,0x1500,135,7754958.0,14414536569.0,5.589206284102955e+16,448224059859931,5.359610895240115e+16,41664749842730811,121049
6519,linux,5,65536,24,0x1D00,135,1954584.0,2850956227.0,2786216712997284.0,10812180536858,1541731511500127.0,1053440122028347,39974
6520,linux,6,8192,24,0x1000,135,577800.0,1251193205.0,361469716924500.0,12369183572686,1091031123309254.0,658250237783307,17587
6521,linux,4,524288,36,0x1500,135,7811737.0,14414839969.0,5.630246936745808e+16,932987634787427,1.1083524958463179e+17,87553573749721641,134438
6522,linux,5,8192,1,0x1000,135,1587669.0,3733085693.0,2963452214559808.5,25718559580496,2366936211017053.0,1421358203724823,10013
6523,linux,9,8192,16,0x1100,135,503270.0,1054934457.0,265458432087195.0,15597763827604,1336361984576926.0,792788761694204,20032
6524,ebbrt,2,64,20,0x1900,135,238813.0,590895233.0,70556731639214.5,4503720,6017543354.0,2716872921,9992
6525,linux,5,65536,36,0x1900,135,2036529.0,3479784004.0,3543340518941058.0,13514262476431,1945907446162166.0,1324851507740134,32215
6526,ebbrt,8,64,32,0x1000,135,377226.0,945581250.0,178348916306250.0,7513828,9489166398.0,4292659791,9985
6527,linux,7,8192,28,0x1D00,135,577079.0,861535228.0,248586943919506.0,9996522577898,873268263245689.0,521471633108960,10362
6528,ebbrt,8,524288,40,0x1100,135,6367339.0,14365117848.0,4.573378755658323e+16,4583076672,5307767438355.0,4957852127813,119459
6529,ebbrt,4,64,8,0x1700,135,280474.0,499941846.0,70110344657502.0,52307098,19746662459.0,2232912281,7321
6530,ebbrt,9,65536,28,0x1500,135,1116566.0,2398145854.0,1338844061808682.0,107597531,121698989619.0,102728167382,28602
6531,linux,6,524288,24,0xC00,135,6793416.0,15690976997.0,5.329766709352587e+16,154791929036240,1.9208689786567416e+16,14515995122165693,205047
6532,linux,7,64,36,0x1D00,135,628971.0,1034501874.0,325335839095827.0,5814709272996,393895292145489.0,188520789991712,9698
6533,ebbrt,3,65536,40,0x1D00,135,1362763.0,2960687952.0,2017357997765688.0,147326339,190817323101.0,178670165713,24961
6534,ebbrt,7,524288,36,0x1D00,135,7762933.0,14008033406.0,5.4371712396269896e+16,4504913687,5930100507275.0,5690764590448,129382
6535,ebbrt,6,64,80,0x1700,135,941288.0,2368804700.0,1114863719226800.0,17522838,22654182629.0,10237683044,9993
6536,linux,3,524288,80,0x1100,135,7402752.0,15578171208.0,5.766066903318221e+16,812391882127772,9.592369563890851e+16,74949498246869285,64422
6537,ebbrt,1,65536,20,0x1700,135,957325.0,2243582861.0,1073918981203412.5,106571093,123439317067.0,90351558234,35901
6538,linux,4,64,6,0x1500,135,267699.0,506936261.0,67853165066719.5,2522984865676,177479801832278.0,95759027907892,9991
6539,linux,5,64,20,0x1000,135,275517.0,595115458.0,81982212820893.0,4122562314985,279499566905044.0,149659221376634,9986
6540,linux,9,8192,24,0x1500,135,582940.0,1101779260.0,321135600912200.0,16566892378518,1417850867362927.0,841104032762370,15512
6541,ebbrt,2,524288,36,0x1800,135,7060835.0,14072865027.0,4.9683088966458776e+16,4568983963,5825685231678.0,5553715184966,130023
6542,linux,6,65536,0,0x1800,135,1673113.0,2770869007.0,2317988478454395.5,11750449427062,1698357028477547.0,1149095922748039,137822
6543,linux,8,8192,1,0xC00,135,1502102.0,3732876538.0,2803580656741438.0,43861036920446,3875327066569041.0,2304858494690274,10018
6544,ebbrt,6,524288,80,0x1100,135,6530238.0,14945046160.0,4.879735417289304e+16,4025144353,4246089324939.0,4271058389906,62918
6545,ebbrt,8,524288,8,0xF00,135,6410721.0,14032151378.0,4.497810375706177e+16,41584964711,13894122991127.0,4523619409074,288525
6546,ebbrt,3,65536,8,0x1D00,135,1243427.0,2169996286.0,1349115985956061.0,144601271,195816987446.0,93514809736,74283
6547,ebbrt,8,8192,40,0xC00,135,473488.0,1184865798.0,280509868481712.0,11827359,12310263316.0,6091918300,10001
6548,ebbrt,8,64,60,0x1700,135,706881.0,1774868799.0,627310515752959.5,13590810,17329161040.0,7825946718,9984
6549,linux,0,65536,28,0x1800,135,1712771.0,2917593944.0,2498585148529412.0,5069984582738,643560662986676.0,490262823127498,35079
6550,linux,4,65536,40,0x1D00,135,2506283.0,3972778194.0,4978453225196451.0,12716951711368,1713830924783754.0,1196590128183968,32996
6551,linux,8,8192,0,0x1D00,135,567715.0,819191213.0,232533569744147.5,9911709051978,875910478891556.0,520950904786787,41025
6552,ebbrt,6,65536,60,0x1100,135,1152413.0,2668554724.0,1537638577574506.0,105047916,119772131012.0,122197518226,14998
6553,linux,7,8192,20,0xF00,135,540797.0,1194679548.0,323039557759878.0,13667592597758,1192371154893436.0,711571155140367,19985
6554,linux,4,65536,60,0x1800,135,2466947.0,4734998502.0,5840495174756697.0,15111063607169,2045005978618485.0,1424185782199145,26530
6555,linux,2,524288,4,0x1600,135,8135769.0,14181012273.0,5.768672001964647e+16,428165954589030,5.12446393250454e+16,41335565791668458,558315
6556,ebbrt,7,8192,36,0x1200,135,425658.0,1065390177.0,226745925980733.0,10896818,10996093834.0,5409604751,10006
6557,linux,1,64,36,0x1100,135,470818.0,1037447557.0,244224491945813.0,2560888208852,157514470301589.0,83241122634885,9686
6558,linux,2,8192,1,0x1200,135,1627434.0,3696717331.0,3008081736429327.0,8657844768118,884654357451072.0,525150742647349,9965
6559,linux,2,64,16,0x1A00,135,289700.0,474356625.0,68710557131250.0,911915648302,59805450486977.0,28244113160295,10006
6560,ebbrt,2,8192,40,0x1100,135,473733.0,1184826621.0,280645734823096.5,11886865,12325161836.0,6066586656,10000
6561,ebbrt,5,524288,20,0x1500,135,6550975.0,14047620548.0,4.601280550971715e+16,4836252847,6052230292674.0,4458877366616,226302
6562,linux,6,64,24,0x1D00,135,469137.0,713022850.0,167252700390225.0,3950941180841,251323777080638.0,117572899951083,9992
6563,linux,7,8192,16,0x1D00,135,656941.0,977008674.0,320918527653117.0,11036122583919,962493188530000.0,574762553214423,19991
6564,ebbrt,7,65536,28,0xF00,135,1024100.0,2419222581.0,1238762922601050.0,109237347,124052519431.0,108180075218,28937
6565,ebbrt,3,524288,40,0xF00,135,6143842.0,14352399364.0,4.408943700665824e+16,4662851754,5416537478647.0,5211475809506,119337
6566,ebbrt,7,524288,8,0x1D00,135,8232967.0,13795471350.0,5.678883018699773e+16,7095995205,9995640734187.0,4734321021183,475882
6567,linux,4,524288,6,0x1700,135,8627101.0,14012050524.0,6.0441687543825464e+16,828407436016589,9.777244869784762e+16,76755933924679403,467478
6568,linux,3,64,4,0x1200,135,215371.0,437521840.0,47114758101320.0,1573235950605,113918682755602.0,61869067273497,14985
6569,ebbrt,8,64,40,0x1D00,135,471821.0,1181896169.0,278821716176874.5,8435278,11649842022.0,5303683012,9990
6570,ebbrt,6,8192,20,0x1A00,135,300779.0,745381586.0,112097564027747.0,8780337,9554177923.0,4496514237,12588
6571,ebbrt,9,65536,16,0x1100,135,1007280.0,2331250005.0,1174110752518200.0,120743263,140574171071.0,91139246708,44655
6572,linux,7,65536,12,0x1500,135,1518630.0,2755156572.0,2092031712468180.0,16798391318015,2313734753894646.0,1601808934990534,73544
6573,ebbrt,4,65536,20,0x1C00,135,946265.0,2227428139.0,1053868643975417.5,105076953,123667373438.0,91038973445,35193
6574,ebbrt,3,524288,36,0x1700,135,6951990.0,14077787065.0,4.893431744900467e+16,4576506908,5808414387168.0,5565324687057,130182
6575,ebbrt,9,8192,40,0x1500,135,473123.0,1184826300.0,280284286767450.0,11924733,12243836547.0,6068800137,10000
6576,ebbrt,3,8192,36,0x1C00,135,426616.0,1065630888.0,227307593457504.0,10462443,10965290689.0,5452782378,10000
6577,ebbrt,5,8192,60,0x1C00,135,710828.0,1777917973.0,631896938455822.0,18625635,19112185246.0,9200763127,10000
6578,linux,6,64,6,0x1A00,135,291353.0,473868130.0,69031450639945.0,2562673682378,162004428027204.0,75527771655567,9990
6579,linux,2,65536,12,0x1A00,135,1668960.0,2600907198.0,2170405038587040.0,1377626843078,179957013500192.0,145766628766317,70345
6580,linux,1,65536,1,0xC00,135,2168263.0,5216013912.0,5654844986437428.0,19118405692522,2018375886864548.0,1445887895100567,67115
6581,ebbrt,9,64,12,0x1600,135,275048.0,505574195.0,69528585593180.0,53958246,19900378883.0,2260886727,7435
6582,linux,3,65536,0,0xC00,135,1423526.0,3323249889.0,2365366310744307.0,4488721144448,603236579823188.0,436629286681456,93334
6583,ebbrt,0,8192,28,0xC00,135,332201.0,829463385.0,137774282980192.5,8846089,8896549156.0,4335054590,10008
6584,ebbrt,6,524288,40,0x1700,135,7001687.0,14309992513.0,5.009704427418471e+16,4459651099,5360392028428.0,4978078399720,119554
6585,linux,2,524288,80,0x1600,135,8225353.0,15563059922.0,6.400583080930123e+16,593583596454774,7.058589302140243e+16,55383262129951688,63896
6586,linux,5,65536,32,0x1900,135,1956262.0,3285859066.0,3214000614085646.0,12655588150461,1817977168754962.0,1239160897423837,34403
6587,ebbrt,7,64,16,0x1100,135,190766.0,471750821.0,44997008559443.0,3575748,4784006545.0,2157327405,9963
6588,ebbrt,6,8192,8,0x1600,135,312635.0,665594031.0,104043994940842.5,10424579,13823416863.0,5069191429,20991
6589,linux,6,64,28,0x1000,135,377147.0,831240507.0,156749931746764.5,6495449832066,457662076672069.0,246820236060822,10000
6590,linux,7,65536,16,0x1D00,135,1830322.0,2628262056.0,2405282931431016.0,16113878065949,2223053428609683.0,1538603048475513,55041
6591,ebbrt,9,8192,40,0x1600,135,473251.0,1184824580.0,280359708654790.0,11921296,12224619757.0,6083787166,10000
6592,linux,1,8192,40,0x1800,135,935348.0,1753045546.0,819853822680004.0,3520756863613,361991114727098.0,215679669788988,14740
6593,linux,7,64,40,0x1000,135,517284.0,1184966390.0,306482077042380.0,11713170541200,783470975548021.0,417235500427917,9982
6594,linux,8,8192,20,0x1700,135,664174.0,1176429970.0,390677099447390.0,14937445984623,1323612374434873.0,789521790466815,19854
6595,ebbrt,0,524288,36,0x1700,135,6946641.0,14079601819.0,4.890296962976999e+16,4574502411,5807961318650.0,5564759497939,130158
6596,ebbrt,4,64,28,0x1000,135,330751.0,826496612.0,136682290457806.0,6458211,8387726278.0,3796067679,9977
6597,ebbrt,2,65536,32,0x1000,135,1025145.0,2375900804.0,1217821414858290.0,107888823,126940101739.0,126761550600,24981
6598,linux,9,524288,1,0x1700,135,8265107.0,14675677655.0,6.064802305804204e+16,378048400017367,4.4504573485388616e+16,33811864347956290,96437
6599,linux,8,65536,28,0x1600,135,1624251.0,2914673297.0,2367080508662773.5,22627684574091,3062442928715862.0,2147075925002950,35039
6600,ebbrt,1,8192,28,0x1600,135,333781.0,829628430.0,138457103496915.0,8611943,8766272414.0,4333383604,10007
6601,linux,0,65536,1,0x1D00,135,3025202.0,5616770860.0,8495933219606860.0,0,0.0,0,15092
6602,linux,7,524288,4,0x1600,135,8191243.0,14247444089.0,5.835213833095631e+16,199717436683708,2.3595839797795176e+16,17824491787192815,560006
6603,ebbrt,3,64,80,0xF00,135,941966.0,2368670468.0,1115603523030044.0,17530715,22869925131.0,10246862359,9985
6604,linux,6,8192,40,0x1100,135,785439.0,1752553032.0,688261750450524.0,17836544960594,1558672959015806.0,937897016987803,14728
6605,linux,7,64,16,0x1000,135,253675.0,547117828.0,69395057508950.0,5259015108186,351767989490310.0,187301429019031,10002
6606,ebbrt,2,65536,16,0x1700,135,1062102.0,2303210691.0,1223122340666241.0,118482245,138259056946.0,89703244894,43883
6607,linux,6,65536,1,0x1800,135,2814009.0,5623081319.0,7911700719698936.0,22990758931594,3309208403219835.0,2240590492425657,15117
6608,ebbrt,9,8192,8,0x1000,135,365052.0,781657747.0,142672861928922.0,150763830,44627109420.0,6282269977,18185
6609,ebbrt,8,524288,8,0x1900,135,7597865.0,13825192431.0,5.25209728448799e+16,7286608929,9815166518974.0,4745938150500,473578
6610,linux,4,65536,4,0x1D00,135,1858957.0,2655384863.0,2468123139383945.5,6641313348623,887793797934200.0,613860705375921,104834
6611,ebbrt,9,65536,28,0x1B00,135,1210065.0,2301630131.0,1392561032234257.5,106012798,125995038327.0,110330714800,27501
6612,linux,3,8192,80,0x1500,135,1135844.0,2377565765.0,1350271904390330.0,12205441594628,1116033210571001.0,661885654357168,10018
6613,ebbrt,4,8192,6,0x1D00,135,345675.0,635265465.0,109797694806937.5,11098533,16214393933.0,6002004056,25830
6614,linux,8,524288,24,0x1100,135,7124126.0,14319557287.0,5.100716518840308e+16,334216327670610,4.00519194749883e+16,30647787113455055,200785
6615,linux,4,65536,40,0x1900,135,2304942.0,4066237559.0,4686220865858289.0,13077651806590,1764164177887744.0,1231029917813019,33743
6616,linux,7,65536,16,0x1700,135,1543447.0,2652530703.0,2047020277976620.5,16259405962060,2246401446121746.0,1554544162415614,55355
6617,ebbrt,7,64,36,0x1500,135,425898.0,1065468978.0,226890553396122.0,8274519,10480253822.0,4756964226,9989
6618,linux,9,65536,80,0xC00,135,2453489.0,5963549366.0,7315751385218987.0,49717419754216,6916892157700951.0,4780142416644405,25111
6619,linux,4,8192,28,0x1500,135,570884.0,1082903375.0,309106105166750.0,7354825606911,656780450600096.0,394729969990201,13008
6620,ebbrt,1,524288,28,0x1D00,135,7799241.0,13965404856.0,5.445977906725715e+16,4901546396,6299045144281.0,5860775558836,160511
6621,ebbrt,9,64,8,0x1200,135,166873.0,330085951.0,27541216450611.5,26439052,10757271809.0,1516098718,9868
6622,linux,2,8192,24,0x1B00,135,681612.0,1078881328.0,367689229870368.0,3261823510264,330796094777485.0,198945600831237,15014
6623,ebbrt,6,65536,6,0x1100,135,947666.0,2075215649.0,983305656612617.0,154752943,198965030111.0,103681514738,87916
6624,ebbrt,1,64,32,0x1000,135,377164.0,945593778.0,178321965842796.0,7410547,9535701286.0,4291854301,9982
6625,linux,4,8192,32,0x1000,135,670802.0,1473100588.0,494079410315788.0,9939488663936,891159368528619.0,535782906678167,15362
6626,linux,1,524288,32,0x1800,135,8475469.0,14251074941.0,6.039227193956117e+16,317034726570152,3.958238364561542e+16,31798432575162221,149758
6627,ebbrt,9,8192,24,0x1800,135,292949.0,724903789.0,106179920041880.5,7503317,7741351694.0,3835200266,10223
6628,linux,8,524288,80,0x1900,135,8752170.0,15632405020.0,6.84087331219467e+16,379253731389857,4.4972563493726136e+16,34210938905579049,64927
6629,linux,6,65536,1,0x1100,135,1400597.0,2872505437.0,2011611248772944.5,12048468919129,1736009898438066.0,1174848954976544,48468
6630,linux,9,64,8,0x1C00,135,308854.0,471056829.0,72743892931983.0,3433472967989,227124334223323.0,107422734851352,9987
6631,linux,9,8192,1,0x1A00,135,1891163.0,3729766097.0,3526797820650405.5,52667525702920,4450309276218490.0,2632333287502709,10015
6632,linux,2,8192,20,0x1B00,135,747549.0,1178805502.0,440607437107299.0,3363501454205,349218671634558.0,210225681851118,19894
6633,linux,6,8192,36,0x1900,135,902955.0,1590027039.0,717861432500122.5,16197558943444,1407357264676267.0,846966649278418,14812
6634,linux,1,8192,1,0x1700,135,1788177.0,3720899382.0,3326813347103307.0,6019344819189,504531218853999.0,299986433704964,10045
6635,ebbrt,9,65536,36,0x1B00,135,1334802.0,2669304380.0,1781496412516380.0,128779943,172952398999.0,177364142170,24981
6636,ebbrt,6,524288,60,0x1100,135,6278816.0,14320070261.0,4.495654313794549e+16,4219418554,5231655359198.0,5861613936580,80355
6637,ebbrt,8,524288,40,0x1000,135,6248080.0,14363790181.0,4.487305507705124e+16,4609029722,5333383920979.0,5046755332684,119336
6638,ebbrt,0,64,12,0x1700,135,280129.0,499868998.0,70013901270371.0,51902056,19704041095.0,2223672790,7309
6639,ebbrt,9,8192,32,0x1C00,135,378656.0,945612059.0,179030839906352.0,9584692,9871138226.0,4882630214,10001
6640,ebbrt,8,8192,32,0xF00,135,379704.0,948557848.0,180085604558496.0,9681960,9999055908.0,4904027442,10006
6641,linux,6,8192,60,0x1100,135,1042984.0,2357167734.0,1229244115939128.0,23913829544686,2078108959337683.0,1248040507305742,13196
6642,linux,3,65536,4,0x1000,135,1433251.0,2968438042.0,2127258396067271.0,4116166213819,563449466974000.0,404551276972181,87098
6643,linux,8,524288,60,0x1A00,135,9058543.0,15266855216.0,6.9147732224455144e+16,375397905452658,4.464526016388077e+16,34008664127775210,80985
6644,linux,7,64,4,0x1700,135,248606.0,426809405.0,53053689469715.0,3877720329567,262774116334727.0,140430597330675,14976
6645,linux,7,8192,60,0x1A00,135,1125971.0,2066905492.0,1163637821866366.0,23514462142970,2066751001296310.0,1232274316437800,11508
6646,ebbrt,4,64,40,0x1800,135,470402.0,1181896343.0,277983201769943.0,8654737,11692844338.0,5315394834,9983
6647,linux,9,65536,60,0x1200,135,2278565.0,4922178898.0,5607752280360685.0,41598560087296,5779347598199957.0,3998003829049623,27569
6648,linux,0,65536,20,0x1500,135,1571144.0,2887035941.0,2267974598243252.0,4125442160102,531460313805424.0,411597553346596,48489
6649,linux,7,65536,80,0x1C00,135,3265486.0,5824960520.0,9510663514306360.0,38098807813047,5101838040421730.0,3543370372740547,24513
6650,linux,5,8192,20,0xC00,135,503712.0,1202037124.0,302740261902144.0,10011683173637,879918206797745.0,529898934613436,20019
6651,linux,1,524288,4,0xC00,135,7199204.0,16538015687.0,5.953027434295658e+16,263061340176778,3.230301574443923e+16,26146188453226285,482967
6652,ebbrt,7,524288,60,0x1200,135,6390073.0,14346759949.0,4.583842169379314e+16,4201914984,5265476506212.0,5910163102483,80513
6653,linux,6,524288,28,0x1700,135,8219037.0,14176858297.0,5.826006144339999e+16,143908405912534,1.7846966107736626e+16,13462219028423979,170286
6654,linux,3,65536,16,0x1A00,135,1691536.0,2659530968.0,2249346187743424.0,4127894088456,596555140460973.0,419130473530087,55511
6655,linux,5,524288,12,0x1800,135,8608619.0,13925865387.0,5.994123468098528e+16,27998156194408,3829873192574497.0,2533763388215985,383084
6656,ebbrt,3,65536,40,0x1100,135,1058811.0,2411627376.0,1276728796804968.0,87813005,120438036862.0,133657694724,20320
6657,ebbrt,2,65536,16,0x1900,135,1101497.0,2296758066.0,1264936059712401.0,118869375,139542146715.0,90601495791,43773
6658,linux,7,524288,32,0x1900,135,8735047.0,14250076680.0,6.223754477670198e+16,245278232742287,2.952968597977935e+16,22544668760708559,149414
6659,linux,9,8192,36,0x1A00,135,920083.0,1576575574.0,725290191926321.0,23860535008585,2033837560069671.0,1205917343054122,14680
6660,linux,9,524288,4,0x1A00,135,9051228.0,14041763220.0,6.354760021311708e+16,383356936558381,4.5564145694991304e+16,35427869926468235,627395
6661,ebbrt,7,64,60,0xC00,135,705640.0,1774982486.0,626249320710520.0,12951117,17456934155.0,7825932959,9987
6662,linux,0,64,16,0x1800,135,280891.0,485767760.0,68223895937080.0,91131508110,8211245504234.0,4409500531648,10002
6663,ebbrt,6,524288,36,0x1B00,135,7476704.0,14029369737.0,5.244672241505342e+16,4535707591,5834362155773.0,5542296834394,129491
6664,linux,7,64,20,0xC00,135,270484.0,644526931.0,87167111202302.0,6177507723611,414726256502719.0,221033431860904,9984
6665,ebbrt,8,64,12,0xF00,135,203795.0,452405038.0,46098942359605.0,34540676,13970812229.0,2026507358,8149
