i rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c3 c6 c7 joules timestamp
394 1 66 0 0 0 0 0 0 0 0 0 0 7175548680882
395 6 8588 0 0 0 0 0 0 0 0 0 0 7175548711974
396 0 0 2 66 0 0 0 0 0 0 0 0 7175548749042
397 0 0 3 8588 0 0 0 0 0 0 0 0 7175548772434
398 0 0 0 0 0 0 0 0 0 0 0 0 7175548805186
399 1 66 0 0 0 0 0 0 0 0 0 0 7175548852974
400 6 8588 0 0 0 0 0 0 0 0 0 0 7175548887290
401 0 0 2 66 0 0 0 0 0 0 0 0 7175548924246
402 0 0 3 8588 0 0 0 0 0 0 0 0 7175548947618
403 0 0 0 0 0 0 0 0 0 0 0 0 7175548998194
404 1 66 0 0 0 0 0 0 0 0 0 0 7175549022010
405 6 8588 0 0 0 0 0 0 0 0 0 0 7175549054242
406 0 0 2 66 0 0 0 0 0 0 0 0 7175549087562
407 0 0 3 8588 198023896649 438455843910 438682803467 176619194 2657528129 0 6162039515728 3392661417 7175549110938
408 0 0 0 0 0 0 0 0 0 0 0 0 7175549164462
409 1 66 0 0 0 0 0 0 0 0 0 0 7175549194874
410 6 8588 0 0 0 0 0 0 0 0 0 0 7175549229146
411 0 0 2 66 0 0 0 0 0 0 0 0 7175549266054
412 0 0 3 8588 0 0 0 0 0 0 0 0 7175549289114
413 0 0 0 0 0 0 0 0 0 0 0 0 7175549327790
414 1 66 0 0 0 0 0 0 0 0 0 0 7175549351626
415 1 66 0 0 0 0 0 0 0 0 0 0 7175549375362
416 6 8588 0 0 0 0 0 0 0 0 0 0 7175549407494
417 0 0 2 66 0 0 0 0 0 0 0 0 7175549443930
418 0 0 3 8588 0 0 0 0 0 0 0 0 7175549467274
419 0 0 0 0 0 0 0 0 0 0 0 0 7175549517866
420 1 66 0 0 0 0 0 0 0 0 0 0 7175549541670
421 6 8588 0 0 0 0 0 0 0 0 0 0 7175549573542
422 0 0 2 66 0 0 0 0 0 0 0 0 7175549607258
423 0 0 3 8588 0 0 0 0 0 0 0 0 7175549630598
424 0 0 0 0 0 0 0 0 0 0 0 0 7175549675262
425 1 66 0 0 0 0 0 0 0 0 0 0 7175549699062
426 1 66 0 0 0 0 0 0 0 0 0 0 7175549723186
